Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"European Equities"
"16 May 2026"
"All datapoints provided as of end of last active trading day."
2CRSI;FR0013341781;AL2SI;"Euronext Growth Paris";EUR;39.10;39.50;37.70;38.66;"15/05/2026 17:35";CET;129540;4996457.96;38.66;15/05/2026
74SOFTWARE;FR0011040500;74SW;"Euronext Paris";EUR;36.20;36.40;35.60;36.20;"15/05/2026 17:35";CET;6932;249518.70;36.20;15/05/2026
"AB SCIENCE";FR0010557264;AB;"Euronext Paris";EUR;1.018;1.04;0.99;0.996;"15/05/2026 17:35";CET;413823;417801.733;0.996;15/05/2026
"AB SCIENCE BSA";FR001400ZRT0;ABBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;0.274;15/05/2026
"AB SCIENCE BSA 25";FR00140118Z8;ABSBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.334;15/05/2026
"AB SCIENCE BSAAU25";FR0014011S49;ABBSA;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.334;15/05/2026
"ABC ARBITRAGE";FR0004040608;ABCA;"Euronext Paris";EUR;5.11;5.20;5.10;5.15;"15/05/2026 17:35";CET;29632;152948.20;5.15;15/05/2026
ABEO;FR0013185857;ABEO;"Euronext Paris";EUR;9.16;9.16;9.00;9.10;"15/05/2026 17:20";CET;2531;23012.22;9.10;15/05/2026
"ABIONYX PHARMA";FR0012616852;ABNX;"Euronext Paris";EUR;3.67;3.73;3.59;3.59;"15/05/2026 17:35";CET;80785;294557.29;3.59;15/05/2026
ABIVAX;FR0012333284;ABVX;"Euronext Paris";EUR;102.70;103.90;99.05;99.05;"15/05/2026 17:37";CET;130628;13068182.80;99.05;15/05/2026
"ABL Diagnostics";FR001400AHX6;ABLD;"Euronext Paris";EUR;3.70;3.86;3.50;3.74;"15/05/2026 17:28";CET;16968;62109.00;3.74;15/05/2026
"ABO GROUP";BE0974278104;ABO;"Euronext Brussels, Paris";EUR;4.40;4.46;4.40;4.46;"15/05/2026 17:35";CET;145;641.60;4.46;15/05/2026
"ACANTHE DEV.";FR0000064602;ACAN;"Euronext Paris";EUR;0.22;0.22;0.22;0.22;"15/05/2026 16:44";CET;2233;491.26;0.22;15/05/2026
ACCOR;FR0000120404;AC;"Euronext Paris";EUR;44.00;44.02;43.13;43.44;"15/05/2026 17:38";CET;696046;30238827.535;43.44;15/05/2026
ACHETER-LOUER.FR;FR0014011O84;ALALO;"Euronext Growth Paris";EUR;0.0024;0.003;0.0022;0.0026;"15/05/2026 15:05";CET;7393104;19048.5076;0.0026;15/05/2026
ACTEOS;FR0000076861;EOS;"Euronext Paris";EUR;0.938;0.938;0.92;0.92;"15/05/2026 12:33";CET;346;318.788;0.92;15/05/2026
"ACTIA GROUP";FR0000076655;ALATI;"Euronext Growth Paris";EUR;3.94;3.97;3.94;3.97;"15/05/2026 17:35";CET;230;906.29;3.97;15/05/2026
"ACTIVIUM GROUP";FR0010979377;MLACT;"Euronext Access Paris";EUR;3.50;3.50;3.50;3.50;"14/05/2026 11:30";CET;29;101.50;3.50;15/05/2026
"ADC SIIC";BE0974269012;ALDV;"Euronext Paris";EUR;0.06;0.06;0.06;0.06;"16/04/2026 16:30";CET;9631;577.86;0.06;15/05/2026
ADEUNIS;FR0013284627;ALARF;"Euronext Growth Paris";EUR;0.805;0.815;0.805;0.815;"15/05/2026 15:13";CET;996;809.74;0.815;15/05/2026
ADOCIA;FR0011184241;ADOC;"Euronext Paris";EUR;4.99;5.25;4.902;4.902;"15/05/2026 17:37";CET;273709;1394232.2815;4.902;15/05/2026
"ADOCIA BSA";FR001400XVZ4;ADOBS;"Euronext Growth Paris";EUR;7.00;7.00;7.00;7.00;"22/04/2026 12:15";CET;1428;9996.00;7.00;15/05/2026
ADOMOS;FR00140153H3;ALADO;"Euronext Growth Paris";EUR;0.8401;0.85;0.81;0.81;"15/05/2026 16:48";CET;4668;3807.4541;0.81;15/05/2026
ADP;FR0010340141;ADP;"Euronext Paris";EUR;107.60;107.60;103.50;104.50;"15/05/2026 17:35";CET;81314;8520927.75;104.50;15/05/2026
ADUX;FR0012821890;ALDUX;"Euronext Growth Paris";EUR;1.61;1.63;1.61;1.63;"15/05/2026 10:26";CET;7938;12829.545;1.63;15/05/2026
ADVICENNE;FR0013296746;ALDVI;"Euronext Growth Paris";EUR;0.958;0.96;0.87;0.871;"15/05/2026 17:35";CET;146393;132338.102;0.871;15/05/2026
ADVINI;FR0000053043;ALAVI;"Euronext Growth Paris";EUR;17.30;17.30;17.30;17.30;"15/05/2026 10:20";CET;101;1747.30;17.30;15/05/2026
"AELIS FARMA";FR0014007ZB4;AELIS;"Euronext Paris";EUR;1.258;1.258;1.196;1.226;"15/05/2026 17:35";CET;38099;46150.98;1.226;15/05/2026
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;2.80;2.80;2.80;2.80;"24/09/2025 17:35";CET;1565;4382.00;2.80;15/05/2026
AFYREN;FR0014005AC9;ALAFY;"Euronext Growth Paris";EUR;2.75;2.75;2.665;2.69;"15/05/2026 17:35";CET;20647;55878.645;2.69;15/05/2026
AG3I;FR0011908045;MLAGI;"Euronext Access Paris";EUR;0.635;0.635;0.635;0.635;"08/09/2025 16:30";CET;1;0.64;0.635;15/05/2026
"AGENCE AUTO";FR0014005WE9;MLAA;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"14/05/2026 16:30";CET;1;2.20;2.20;15/05/2026
"AGP MALAGA SOCIMI";ES0105478004;MLAGP;"Euronext Access Paris";EUR;2.96;2.96;2.96;2.96;"16/05/2024 11:30";CET;61302;181453.92;2.66;15/05/2026
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;1.21;1.21;1.185;1.20;"15/05/2026 17:35";CET;11420;13707.075;1.20;15/05/2026
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0.0578;0.0578;0.0464;0.0518;"15/05/2026 17:35";CET;281786;13856.8928;0.0518;15/05/2026
"AIR FRANCE -KLM";FR001400J770;AF;"Euronext Paris, Amsterdam";EUR;9.98;10.015;9.83;9.994;"15/05/2026 17:35";CET;1636914;16291107.666;9.994;15/05/2026
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;177.72;178.88;176.24;176.24;"15/05/2026 17:37";CET;661879;117045014.36;176.24;15/05/2026
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;170.66;171.82;167.48;167.68;"15/05/2026 17:36";CET;1020719;172041870.25;167.68;15/05/2026
AIRWELL;FR0014003V77;ALAIR;"Euronext Growth Paris";EUR;1.19;1.23;1.185;1.21;"15/05/2026 17:36";CET;6847;8180.805;1.21;15/05/2026
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;7.06;7.28;7.06;7.22;"15/05/2026 16:50";CET;2164;15493.44;7.22;15/05/2026
"ALAN ALLMAN";FR0000062465;AAA;"Euronext Paris";EUR;2.50;2.50;2.50;2.50;"15/05/2026 17:28";CET;2;5.00;2.50;15/05/2026
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;21.85;21.95;21.45;21.70;"15/05/2026 17:35";CET;26835;581876.20;21.70;15/05/2026
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;17.50;17.73;17.01;17.05;"15/05/2026 17:39";CET;2172810;37289196.2275;17.05;15/05/2026
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;23.60;23.60;23.60;23.60;"15/05/2026 17:35";CET;77;1817.20;23.60;15/05/2026
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;108.80;108.80;105.20;105.40;"15/05/2026 17:35";CET;7449;790274.00;105.40;15/05/2026
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;595.00;595.00;595.00;595.00;"15/05/2026 09:00";CET;1;595.00;595.00;15/05/2026
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;60.10;61.70;60.00;61.40;"15/05/2026 17:35";CET;107101;6558705.60;61.40;15/05/2026
ALTHEORA;FR0000061244;ALORA;"Euronext Growth Paris";EUR;0.45;0.45;0.45;0.45;"15/05/2026 15:32";CET;151;67.95;0.45;15/05/2026
ALVEEN;FR0013253812;MLALV;"Euronext Access Paris";EUR;0.103;0.103;0.103;0.103;"10/09/2025 11:30";CET;193;19.88;0.103;15/05/2026
"AMA CORPORATION";GB00BNKGZC51;ALAMA;"Euronext Growth Paris";EUR;0.113;0.1155;0.11;0.115;"15/05/2026 16:59";CET;2011;226.268;0.115;15/05/2026
"AMATHEON AGRI";NL0010273694;MLAAH;"Euronext Access Paris";EUR;0.0055;0.0055;0.0055;0.0055;"15/05/2026 11:30";CET;1;0.0055;0.0055;15/05/2026
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;0.931;0.942;0.902;0.936;"15/05/2026 17:35";CET;119344;110284.248;0.936;15/05/2026
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;85.35;85.95;84.85;84.85;"15/05/2026 17:35";CET;129712;11031295.55;84.85;15/05/2026
"ANDINO GLOBAL";ES0105744009;MLAIG;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"14/05/2026 17:07";CET;26000;78000.00;3.00;15/05/2026
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;10.00;10.22;9.98;10.08;"15/05/2026 17:35";CET;29349;296110.26;10.08;15/05/2026
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;47.52;47.94;46.66;47.50;"15/05/2026 17:39";CET;96065;4553050.12;47.50;15/05/2026
"APODACA INVERSIONE";ES0105658001;MLASO;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"07/11/2022 00:00";CET;-;-;69.00;15/05/2026
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;3.72;3.72;3.72;3.72;"15/05/2026 11:30";CET;150;558.00;3.72;15/05/2026
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;2.87;2.92;2.78;2.92;"15/05/2026 17:35";CET;272552;776720.30;2.92;15/05/2026
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;53.80;53.98;51.56;52.24;"15/05/2026 17:39";CET;2417685;126920094.92;52.24;15/05/2026
ARCHOS;FR001400KO61;ALJXR;"Euronext Growth Paris";EUR;0.18;0.1838;0.173;0.181;"15/05/2026 17:29";CET;131499;23630.5278;0.181;15/05/2026
"ARCHOS DS";FR0014018EO9;ARDS;"Euronext Growth Paris";EUR;0.002;0.0025;0.0017;0.0019;"15/05/2026 17:26";CET;1035839;2037.9651;0.0019;15/05/2026
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;2.82;3.21;2.82;2.98;"15/05/2026 17:35";CET;81358;246446.55;2.98;15/05/2026
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;200.00;200.00;200.00;200.00;"28/04/2026 11:30";CET;1;200.00;200.00;15/05/2026
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"03/08/2020 16:30";CET;2;144.00;72.00;15/05/2026
"AREF THALASSA";ES0105661005;MLARE;"Euronext Access Paris";EUR;8.75;8.75;8.75;8.75;"17/11/2022 00:00";CET;-;-;8.75;15/05/2026
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;59.00;59.20;58.70;59.20;"15/05/2026 17:35";CET;14583;861009.20;59.20;15/05/2026
"ARIMELIA ITG";ES0105601001;MLARI;"Euronext Access Paris";EUR;2.97;2.97;2.97;2.97;"17/09/2021 00:00";CET;-;-;2.98;15/05/2026
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;63.15;63.60;62.15;62.65;"15/05/2026 17:35";CET;181802;11398084.75;62.65;15/05/2026
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"16/08/2020 00:00";CET;-;-;4.12;15/05/2026
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;7.00;7.10;7.00;7.10;"15/05/2026 13:01";CET;43;302.00;7.10;15/05/2026
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;2.89;2.94;2.80;2.94;"15/05/2026 17:35";CET;14959;42637.00;2.94;15/05/2026
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;9000.00;9000.00;9000.00;9000.00;"13/05/2026 16:30";CET;7;63000.00;9000.00;15/05/2026
"ARVERNE GROUP";FR001400JWR8;ARVEN;"Euronext Paris";EUR;6.36;7.10;6.36;7.02;"15/05/2026 17:36";CET;19987;133764.06;7.02;15/05/2026
"ARVERNE WARRANT";FR0014003AC4;ARVBS;"Euronext Paris";EUR;0.05;0.05;0.05;0.05;"25/11/2025 11:23";CET;150000;7500.00;0.05;15/05/2026
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;2.72;2.72;2.72;2.72;"08/05/2026 16:30";CET;1279;3478.88;2.72;15/05/2026
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;41.60;41.80;41.25;41.60;"15/05/2026 17:35";CET;1664;69068.30;41.60;15/05/2026
"ASTICKSO XXI";ES0105708004;MLAST;"Euronext Access Paris";EUR;9.85;9.85;9.85;9.85;"20/07/2023 00:00";CET;-;-;9.85;15/05/2026
ATARI;FR00140173Y6;ALATA;"Euronext Growth Paris";EUR;22.10;23.10;22.10;23.10;"15/05/2026 17:35";CET;1646;37487.76;23.10;15/05/2026
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;11.00;11.75;11.00;11.70;"15/05/2026 17:35";CET;28988;331439.20;11.70;15/05/2026
ATLAND;FR0013455482;ATLD;"Euronext Paris";EUR;40.00;40.00;40.00;40.00;"15/05/2026 17:35";CET;2;80.00;40.00;15/05/2026
ATON;FR0004153930;ALTAO;"Euronext Growth Paris";EUR;0.016;0.017;0.0154;0.0168;"15/05/2026 17:35";CET;16997648;273249.7192;0.0168;15/05/2026
ATOS;FR001400X2S4;ATO;"Euronext Paris";EUR;37.60;38.98;37.60;37.92;"15/05/2026 17:35";CET;92967;3556120.68;37.92;15/05/2026
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;51.50;51.90;50.90;51.20;"15/05/2026 17:35";CET;14851;761972.50;51.20;15/05/2026
AUDACIA;FR00140059B5;ALAUD;"Euronext Growth Paris";EUR;3.88;3.88;3.81;3.81;"15/05/2026 14:43";CET;651;2499.01;3.81;15/05/2026
"AUGROS COSMETIC";FR0000061780;AUGR;"Euronext Paris";EUR;5.60;5.60;5.60;5.60;"08/05/2026 13:20";CET;260;1456.00;5.60;15/05/2026
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;5.64;5.72;5.62;5.62;"15/05/2026 17:35";CET;151;853.16;5.62;15/05/2026
"AVENIR TELECOM";FR001400CFI7;AVT;"Euronext Paris";EUR;0.0864;0.0888;0.086;0.086;"15/05/2026 16:37";CET;75060;6509.7266;0.086;15/05/2026
AXA;FR0000120628;CS;"Euronext Paris";EUR;39.42;39.66;39.01;39.18;"15/05/2026 17:35";CET;5640236;221223984.53;39.18;15/05/2026
AYVENS;FR0013258662;AYV;"Euronext Paris";EUR;11.40;11.44;11.14;11.28;"15/05/2026 17:35";CET;798984;9011317.20;11.28;15/05/2026
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.625;0.625;0.625;0.625;"06/03/2024 11:30";CET;16;10.00;0.625;15/05/2026
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.248;0.248;0.248;0.248;"15/05/2026 11:30";CET;10;2.48;0.248;15/05/2026
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;22.10;22.90;21.30;22.80;"15/05/2026 17:22";CET;2300;51503.20;22.80;15/05/2026
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;134.50;135.00;134.50;135.00;"15/05/2026 13:58";CET;17;2288.00;135.00;15/05/2026
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;4.02;4.02;4.02;4.02;"07/05/2026 11:30";CET;40;160.80;4.02;15/05/2026
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"18/09/2018 00:00";CET;-;-;0.0005;15/05/2026
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;46.30;48.10;44.30;48.10;"15/05/2026 17:35";CET;1760;78702.00;48.10;15/05/2026
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;27.50;27.50;27.25;27.35;"15/05/2026 17:35";CET;1284;35176.00;27.35;15/05/2026
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;0.228;0.228;0.228;0.228;"29/04/2026 16:30";CET;1325;302.10;0.228;15/05/2026
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;7.45;7.45;7.13;7.18;"15/05/2026 17:35";CET;71771;516837.08;7.18;15/05/2026
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3.80;3.80;3.80;3.80;"15/05/2026 16:30";CET;130;494.00;3.80;15/05/2026
BIC;FR0000120966;BB;"Euronext Paris";EUR;58.00;58.30;57.70;58.00;"15/05/2026 17:35";CET;12040;698494.50;58.00;15/05/2026
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;0.389;0.397;0.37;0.389;"15/05/2026 17:35";CET;33973;13073.332;0.389;15/05/2026
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;14.30;14.30;13.90;14.02;"15/05/2026 17:29";CET;4436;62214.72;14.02;15/05/2026
"BIMMART INVESTMENT";ES0106008008;MLBIM;"Euronext Access Paris";EUR;-;-;-;16.00;"09/03/2026 00:00";CET;-;-;16.00;15/05/2026
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;1.32;1.42;1.32;1.41;"15/05/2026 17:35";CET;55480;76363.22;1.41;15/05/2026
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;72.45;72.95;71.35;71.65;"15/05/2026 17:35";CET;228243;16364524.60;71.65;15/05/2026
BIOPHYTIS;FR001400OLP5;ALBPS;"Euronext Growth Paris";EUR;0.021;0.0233;0.0205;0.0208;"15/05/2026 17:35";CET;8368634;182117.9655;0.0208;15/05/2026
"BIOPHYTIS BSA";FR001400YN90;BPYBS;"Euronext Growth Paris";EUR;0.0025;0.0025;0.0025;0.0025;"26/03/2026 16:16";CET;450000;1125.00;0.0025;15/05/2026
"BIOPHYTIS BSA";FR001400LN79;BPBS;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"05/05/2026 12:31";CET;1015000;507.50;0.0005;15/05/2026
"BIOPHYTIS BSA31";FR0014016WC0;BIBS3;"Euronext Growth Paris";EUR;0.005;0.005;0.005;0.005;"07/05/2026 09:26";CET;10000;50.00;0.005;15/05/2026
BIOSENIC;BE0974280126;BIOS;"Euronext Brussels, Paris";EUR;0.0022;0.0022;0.002;0.0022;"15/05/2026 17:29";CET;346474;737.703;0.0022;15/05/2026
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;0.93;1.02;0.90;0.976;"15/05/2026 17:35";CET;121441;116247.696;0.976;15/05/2026
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;130.00;130.00;130.00;130.00;"15/05/2026 12:06";CET;28;3640.00;130.00;15/05/2026
"BLUE SHARK POWER";FR0013340973;MLBSP;"Euronext Access Paris";EUR;3.40;3.40;3.40;3.40;"14/05/2026 16:30";CET;50;170.00;3.40;15/05/2026
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;0.45;0.46;0.44;0.44;"15/05/2026 11:50";CET;1151;513.02;0.44;15/05/2026
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;90.84;90.98;88.82;89.25;"15/05/2026 17:38";CET;2832419;253273416.885;89.25;15/05/2026
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;12.70;12.90;12.15;12.15;"15/05/2026 17:27";CET;284;3547.90;12.15;15/05/2026
"BODY ONE";FR0010106039;MLONE;"Euronext Access Paris";EUR;0.905;0.905;0.905;0.905;"15/05/2026 11:30";CET;110;99.55;0.905;15/05/2026
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;28.70;28.90;28.70;28.70;"15/05/2026 17:01";CET;223;6419.00;28.70;15/05/2026
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;5.25;5.285;5.245;5.26;"15/05/2026 17:35";CET;1246996;6560213.69;5.26;15/05/2026
BONDUELLE;FR0000063935;BON;"Euronext Paris";EUR;8.23;8.28;8.12;8.13;"15/05/2026 17:35";CET;5931;48526.01;8.13;15/05/2026
BONYF;BE6333353298;MLBON;"Euronext Access Paris";EUR;4.22;4.22;4.22;4.22;"07/04/2026 16:30";CET;20;84.40;4.22;15/05/2026
BOOSTHEAT;FR00140153G5;ALBOO;"Euronext Growth Paris";EUR;0.644;0.672;0.606;0.672;"15/05/2026 16:34";CET;2052;1279.82;0.672;15/05/2026
"BOURRELIER GROUP";FR0000054421;ALBOU;"Euronext Growth Paris";EUR;49.60;49.60;49.60;49.60;"11/05/2026 11:41";CET;37;1835.20;49.60;15/05/2026
"BOURSE DIRECT";FR0000074254;BSD;"Euronext Paris";EUR;5.42;5.42;5.36;5.42;"15/05/2026 17:35";CET;3997;21574.10;5.42;15/05/2026
BOUYGUES;FR0000120503;EN;"Euronext Paris";EUR;51.40;51.84;50.26;50.50;"15/05/2026 17:38";CET;838166;42536634.74;50.50;15/05/2026
BROADPEAK;FR001400AJZ7;ALBPK;"Euronext Growth Paris";EUR;2.38;2.38;2.30;2.35;"15/05/2026 15:05";CET;12906;30025.23;2.35;15/05/2026
"BUREAU VERITAS";FR0006174348;BVI;"Euronext Paris";EUR;26.40;26.63;26.35;26.47;"15/05/2026 17:35";CET;664162;17587640.18;26.47;15/05/2026
BURELLE;FR0000061137;BUR;"Euronext Paris";EUR;417.00;426.00;417.00;426.00;"15/05/2026 14:11";CET;120;50759.00;426.00;15/05/2026
"CA TOULOUSE 31 CCI";FR0000045544;CAT31;"Euronext Paris";EUR;128.04;132.50;128.04;132.50;"15/05/2026 17:35";CET;211;27086.88;132.50;15/05/2026
CABASSE;FR001400DIY6;ALCAB;"Euronext Growth Paris";EUR;0.0016;0.0016;0.0016;0.0016;"07/04/2026 09:00";CET;69800;111.68;0.0016;15/05/2026
CAFOM;FR0010151589;ALCAF;"Euronext Growth Paris";EUR;10.90;11.00;10.75;10.95;"15/05/2026 17:35";CET;895;9795.25;10.95;15/05/2026
CALIBRE;FR0014004QR6;ALIBR;"Euronext Growth Paris";EUR;0.0004;0.0005;0.0003;0.0004;"15/05/2026 17:29";CET;114036134;45424.4194;0.0004;15/05/2026
"CALIBRE BSA K2A";FR0013507985;IBRKA;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"12/02/2026 09:00";CET;480114;240.06;0.0005;15/05/2026
"CALIBRE BSA K2B";FR0013508009;IBRKB;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"19/02/2026 09:00";CET;20001;10.00;0.0005;15/05/2026
"CAMBODGE NOM.";FR001400SUB7;CBDG;"Euronext Paris";EUR;106.00;106.00;106.00;106.00;"15/05/2026 11:30";CET;3;318.00;106.00;15/05/2026
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;96.32;100.50;95.76;100.00;"15/05/2026 17:35";CET;851649;84474848.17;100.00;15/05/2026
"CAPITAL B";FR0011053636;ALCPB;"Euronext Growth Paris";EUR;0.6762;0.679;0.6324;0.6364;"15/05/2026 17:35";CET;1879142;1229650.33;0.6364;15/05/2026
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;7.50;7.59;7.38;7.38;"15/05/2026 17:35";CET;9358;70054.96;7.38;15/05/2026
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;16.34;16.52;16.30;16.50;"15/05/2026 17:35";CET;170008;2793741.59;16.50;15/05/2026
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;17.245;17.25;17.06;17.085;"15/05/2026 17:38";CET;2284440;39085854.66;17.085;15/05/2026
CARVOLIX;FR0013333077;CVX;"Euronext Paris";EUR;3.02;3.20;3.02;3.08;"15/05/2026 17:35";CET;24459;76016.07;3.08;15/05/2026
"CASINO BSA1";FR001400OJ72;COBS1;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;0.0155;15/05/2026
"CASINO BSA3";FR001400OJ98;COBS3;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"19/02/2026 15:10";CET;40000;20.00;0.0005;15/05/2026
"CASINO GUICHARD";FR001400OKR3;CO;"Euronext Paris";EUR;0.2358;0.24;0.2244;0.2248;"15/05/2026 17:35";CET;980445;227696.399;0.2248;15/05/2026
"CATANA GROUP";FR0010193052;ALCAT;"Euronext Growth Paris";EUR;2.30;2.33;2.26;2.30;"15/05/2026 17:35";CET;60941;139025.96;2.30;15/05/2026
"CATERING INTL SCES";FR0000064446;ALCIS;"Euronext Growth Paris";EUR;17.35;17.45;17.00;17.45;"15/05/2026 17:35";CET;960;16523.30;17.45;15/05/2026
CBI;FR0014007LW0;ALCBI;"Euronext Growth Paris";EUR;0.102;0.1034;0.099;0.101;"15/05/2026 17:35";CET;861766;86630.0989;0.101;15/05/2026
"CBI BSA A";FR001400O416;CBBSA;"Euronext Growth Paris";EUR;0.016;0.016;0.016;0.016;"13/05/2026 09:50";CET;3800;60.80;0.016;15/05/2026
"CBI BSA B";FR001400O408;CBSAB;"Euronext Growth Paris";EUR;0.004;0.004;0.004;0.004;"14/05/2026 13:11";CET;2;0.01;0.004;15/05/2026
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;4.00;4.00;3.99;3.99;"15/05/2026 17:35";CET;8573;34257.36;3.99;15/05/2026
CEGEDIM;FR0000053506;ALCGM;"Euronext Growth Paris";EUR;10.80;11.00;10.60;11.00;"15/05/2026 17:35";CET;3591;38549.04;11.00;15/05/2026
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;3.57;3.73;3.482;3.584;"15/05/2026 17:35";CET;464352;1680534.664;3.584;15/05/2026
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;0.288;0.29;0.271;0.289;"15/05/2026 17:28";CET;12294;3462.091;0.289;15/05/2026
CFI;FR0000037475;CFI;"Euronext Paris";EUR;1.16;1.16;1.16;1.16;"06/05/2026 16:30";CET;493;571.88;1.16;15/05/2026
"CFM INDOSUEZWEALTH";MC0010000826;MLCFM;"Euronext Access Paris";EUR;1290.00;1290.00;1290.00;1290.00;"13/05/2026 11:30";CET;4;5160.00;1290.00;15/05/2026
"CH.FER DEPARTEMENT";FR0000037871;MLCFD;"Euronext Access Paris";EUR;970.00;970.00;970.00;970.00;"12/05/2026 16:30";CET;6;5820.00;970.00;15/05/2026
"CHARWOOD ENERGY";FR001400AJ60;ALCWE;"Euronext Growth Paris";EUR;3.57;3.71;3.56;3.71;"15/05/2026 16:34";CET;890;3244.36;3.71;15/05/2026
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;7.00;7.00;7.00;7.00;"06/05/2026 11:30";CET;270;1890.00;7.00;15/05/2026
